time
0.000942
0.000072
0.000072
0.000068
0.000069
0.000069
0.000254
0.004142
0.000080
0.000058
0.000116
0.000069
0.000079
0.000477
0.000076
0.000064
0.000070
0.000095
0.000068
0.000081
0.000067
