time
0.207051
0.209741
0.207885
0.207692
0.203598
0.206399
0.204173
0.208190
0.208840
0.204430
0.215426
0.203846
0.209687
0.206079
0.209711
0.208396
0.210949
0.207713
0.204840
0.209410
0.214427
