time
0.000586
0.001638
0.000257
0.002343
0.000183
0.000223
0.000248
0.000265
0.003141
0.000368
0.000313
0.000212
0.000212
0.000525
0.002478
0.001358
0.000348
0.000239
0.000248
0.000261
0.000281
