time
2.161212
2.095653
2.116499
2.118428
2.099698
2.094851
2.112537
2.092014
2.089328
2.099084
2.099854
2.090509
2.061898
2.073582
2.130149
2.098769
2.099117
2.075546
2.102654
2.093931
2.070943
2.088511
2.111110
2.105182
2.084100
2.110343
2.079981
2.106151
2.103014
2.076426
2.115341
