time
0.003165
0.005980
0.000203
0.000095
0.000105
0.000094
0.000094
0.000093
0.000105
0.000094
0.000093
0.000098
0.000093
0.000079
0.000094
0.000085
0.000349
0.000132
0.000179
0.000724
0.000074
