time
0.000016
0.000010
0.000008
0.000009
0.000008
0.000008
0.000008
0.000008
0.000009
0.000006
0.000006
0.000006
0.000006
0.000006
0.000006
0.000006
0.000008
0.000009
0.000008
0.000009
0.000008
