time
0.000242
0.000177
0.000092
0.000084
0.000076
0.000076
0.000088
0.000088
0.000091
0.000910
0.001280
0.002487
0.001012
0.000095
0.000424
0.000100
0.000244
0.000126
0.000417
0.003031
0.001485
