time
0.000532
0.000243
0.000327
0.000484
0.000377
0.000395
0.000400
0.000308
0.000378
0.000755
0.001642
0.005597
0.000399
0.000454
0.000496
0.000514
0.004057
0.000339
0.000345
0.000335
0.000458
