time
0.619364
0.618275
0.589069
0.615695
0.600200
0.624040
0.622965
0.629190
0.631791
0.621978
0.609869
0.617391
0.584942
0.614059
0.788793
0.591393
0.598540
0.607032
0.589415
0.592061
0.623262
