time
0.183027
0.182968
0.181999
0.180535
0.180873
0.176820
0.188322
0.181948
0.180799
0.180174
0.181189
0.183257
0.186093
0.179412
0.182023
0.178737
0.180015
0.177878
0.183126
0.182537
0.182109
