time
0.208174
0.206808
0.203971
0.206681
0.207147
0.207896
0.202736
0.203340
0.204260
0.203589
0.204353
0.203495
0.204637
0.211285
0.205273
0.201170
0.202958
0.204382
0.211503
0.201173
0.202519
