time
1.985208
1.956556
1.962391
1.932104
1.974575
1.961051
1.948738
1.948069
1.920919
1.958523
1.950516
1.915770
1.930111
1.938503
1.949375
1.939360
1.949895
1.961570
1.938945
1.948574
1.978307
1.917302
1.923794
1.954653
1.946782
1.927127
1.982259
1.950503
1.885915
1.928104
1.943844
