time
0.148121
0.150890
0.149991
0.150851
0.154185
0.147764
0.147685
0.149393
0.148441
0.149519
0.150325
0.149001
0.149491
0.153475
0.148095
0.151735
0.151192
0.152022
0.153077
0.148595
0.154727
