time
1.135223
1.126436
1.122738
1.128391
1.124371
1.120115
1.127253
1.129505
1.134734
1.116190
1.129010
1.123702
1.121825
1.132927
1.128976
1.123924
1.143716
1.147448
1.128907
1.130809
1.131489
