time
2.163511
2.127633
2.118555
2.116305
2.101522
2.125272
2.128763
2.105674
2.100409
2.099517
2.087328
2.107598
2.112831
2.123219
2.113434
2.091692
2.103470
2.144581
2.113426
2.118236
2.107982
2.096451
2.108459
2.120367
2.099140
2.101095
2.108153
2.102614
2.122417
2.099468
2.116220
