time
1.234068
1.240719
1.243476
1.251800
1.232653
1.236508
1.251632
1.225066
1.229402
1.246505
1.244204
1.246312
1.235164
1.242682
1.240976
1.237046
1.232275
1.230416
1.252708
1.229524
1.238247
