time
0.172425
0.176032
0.168097
0.173900
0.177175
0.172376
0.173770
0.176501
0.172607
0.176486
0.175026
0.172498
0.171312
0.171100
0.173598
0.169594
0.174669
0.170370
0.174744
0.176816
0.173863
