time
0.000544
0.000362
0.000379
0.000392
0.000388
0.001394
0.000902
0.000792
0.000182
0.000221
0.000240
0.000307
0.000278
0.000278
0.000269
0.000369
0.000665
0.000546
0.000363
0.000283
0.000271
