time
0.000681
0.000230
0.000503
0.000321
0.000444
0.002788
0.000232
0.000268
0.000575
0.000705
0.000307
0.000687
0.000301
0.000328
0.000353
0.001476
0.000282
0.000400
0.000375
0.000384
0.000400
