time
0.803565
0.626258
0.616654
0.583788
0.590205
0.609864
0.589477
0.587508
0.586556
0.587709
0.620663
0.624585
0.600820
0.619179
0.596710
0.600510
0.588110
0.605214
0.620890
0.596766
0.602821
