time
0.188850
0.198092
0.189562
0.198712
0.194311
0.197435
0.189323
0.189378
0.191304
0.193282
0.197302
0.192818
0.192832
0.197490
0.191103
0.188846
0.186893
0.193351
0.193186
0.192669
0.193173
