time
0.000457
0.000896
0.000067
0.000080
0.000071
0.000108
0.000101
0.000082
0.000079
0.000081
0.000211
0.000435
0.000402
0.000096
0.000074
0.000070
0.000067
0.000076
0.000064
0.000233
0.000087
