time
0.633092
0.641627
0.616342
0.591153
0.595879
0.626082
0.586588
0.592566
0.613251
0.596246
0.796834
0.592349
0.623198
0.623713
0.585463
0.623934
0.611956
0.629636
0.620908
0.615623
0.617919
