time
0.231682
0.199907
0.229562
0.231723
0.201344
0.223481
0.227219
0.229315
0.229244
0.222946
0.221881
0.220935
0.224686
0.236390
0.223397
0.229611
0.223275
0.232179
0.224290
0.221435
0.222612
