time
0.160028
0.154964
0.164294
0.159381
0.162711
0.153531
0.163408
0.168875
0.163579
0.150599
0.157591
0.166393
0.164591
0.153359
0.161584
0.177849
0.160465
0.162352
0.157285
0.164939
0.159869
